Protein	FeatureImportance	DrugBingingStatus	
IFNA2	0.030265681876072804	intermediate	
IFNG	0.030265681876072804	drug_target	
IL10RA	0.030265681876072804	intermediate	
IL1A	0.0	drug_target	
IL1B	0.4006394020288571	drug_target	
IL1R1	0.037288330246860873	drug_target	
IL1RN	0.0	drug_target	
IL2	0.13145856043657878	drug_target	
IL2RA	0.13145856043657878	drug_target	
IL2RG	0.13145856043657878	drug_target	
IL4	0.23282846621310788	intermediate	
IL6	-0.22946005339267583	drug_target	
IL7	0.23282846621310788	intermediate	
IL7R	0.030265681876072804	intermediate	
IRAK1	0.15715682516657564	intermediate	
IRAK4	0.11309418952627442	intermediate	
IRS1	-0.07110422390045636	intermediate	
JAK2	0.13145856043657878	drug_target	
JUN	-0.06375477825574367	drug_target	
KNG1	-0.20753365319769493	intermediate	
LTA	0.4129133336576013	drug_target	
LTB4R	-0.05652901443930882	intermediate	
LY96	0.07580585927941356	drug_target	
MAPK1	0.0	intermediate	
MAPK3	-0.10136990577652913	intermediate	
MAPK8	-0.06375477825574367	intermediate	
MMP1	-0.1394667981624014	intermediate	
MMP9	-0.1394667981624014	drug_target	
MPO	-0.2638611335685679	drug_target	
MYD88	0.11309418952627442	intermediate	
MYLK	-0.20322724487477759	intermediate	
NCKAP1	-0.10136990577652913	intermediate	
NFKB1	0.044062635640301176	intermediate	
NFKB2	0.044062635640301176	drug_target	
NFKBIA	0.044062635640301176	intermediate	
NOD1	0.044062635640301176	intermediate	
NOD2	0.044062635640301176	intermediate	
NOS3	-0.37559716447219704	drug_target	
NRP1	0.0	intermediate	
NRTN	-0.10136990577652913	intermediate	
NTN1	0.0	intermediate	
NTS	-0.05652901443930882	intermediate	
P2RY1	-0.05652901443930882	intermediate	
P2RY2	-0.05652901443930882	intermediate	
PAG1	0.0	intermediate	
PDCD1	0.0	intermediate	
PIK3CA	-0.06429166070351044	intermediate	
PIK3CB	-0.31634886487989566	intermediate	
PIK3CD	-0.07110422390045636	intermediate	
PIK3R1	-0.034025978827437624	intermediate	
PLA2G1B	0.2918494145893597	drug_target	
PLA2G2A	-0.18788508582225769	drug_target	
PLA2G4A	0.20256278433703512	drug_target	
PNOC	0.05807232519926619	intermediate	
POMC	0.5738939654183487	intermediate	
PPARG	0.14094804450243173	drug_target	
PPP3CA	-0.20322724487477759	intermediate	
PRKCQ	0.0	intermediate	
PTGS2	0.9975259922267434	drug_target	
PTK2B	-0.2452446409794394	intermediate	
PYGM	-0.20322724487477759	intermediate	
RELA	0.044062635640301176	intermediate	
RELB	0.0	intermediate	
RET	-0.10136990577652913	intermediate	
S1PR3	0.05807232519926619	intermediate	
SAA1	-0.20753365319769493	intermediate	
SELE	-0.027461118880613974	drug_target	
SELP	-0.07831672393642403	drug_target	
SERPING1	-0.013570915274208605	intermediate	
SLCO1B3	-0.1237559120016342	drug_target	
SOCS1	0.030265681876072804	intermediate	
SOCS3	0.030265681876072804	intermediate	
SST	0.05807232519926619	drug_target	
STAT1	0.030265681876072804	intermediate	
STAT3	0.030265681876072804	intermediate	
SYT1	-0.2187288637183486	intermediate	
TAB3	-0.29979828944942877	intermediate	
TEK	-0.10136990577652913	intermediate	
TFPI	-0.07831672393642403	drug_target	
TFRC	0.004944461890753876	intermediate	
TICAM1	-0.34386092508973004	intermediate	
TIRAP	0.07580585927941356	intermediate	
TLR1	0.07580585927941356	intermediate	
TLR3	-0.34386092508973004	intermediate	
TLR4	0.07580585927941356	drug_target	
TLR6	0.07580585927941356	intermediate	
TLR7	0.0	drug_target	
TLR8	0.0	drug_target	
TLR9	0.0	intermediate	
TNF	0.4129133336576013	drug_target	
TNFRSF1A	0.4129133336576013	intermediate	
TNFRSF1B	0.35227966817194567	drug_target	
TRAF6	0.11986849491971475	intermediate	
TTN	-0.124453121872336	intermediate	
TXN2	0.0	intermediate	
UGT1A1	-0.1726696593167638	drug_target	
VCAM1	-0.027461118880613974	drug_target	
VEGFA	-0.2452446409794394	drug_target	
VLDLR	-0.18788508582225769	drug_target	
VWF	0.0	intermediate	
WAS	-0.10136990577652913	intermediate	
WIPF1	-0.10136990577652913	intermediate	
WNT5A	0.004944461890753876	intermediate	
XDH	0.1331307244799865	drug_target	
