Protein	FeatureImportance	DrugBingingStatus	
RELA	0.08625482496085635	intermediate	
RELB	0.11182719698274518	intermediate	
RET	-0.13069182307379731	drug_target	
ROCK1	-0.03753384502699318	intermediate	
RXFP1	0.26536431487377404	intermediate	
SCARB2	0.0	intermediate	
SERPINE1	0.12565432591030004	drug_target	
SLA2	0.2734744282261488	intermediate	
SLIT2	0.0	intermediate	
SMAD3	0.08224568116701782	intermediate	
SPTBN4	0.0	intermediate	
SPTBN5	0.0	intermediate	
TACR1	-0.07452437405557967	drug_target	
TEK	-0.16224406615208037	drug_target	
TFPI	0.0	drug_target	
TGFBR1	0.23605889423184093	intermediate	
TGFBR2	0.23605889423184093	intermediate	
TIMP2	-0.1624388903453138	intermediate	
TJP1	0.2743798245197101	intermediate	
TLR3	0.07014333985989668	intermediate	
TLR4	0.07014333985989668	drug_target	
TNF	1.0293167007806878	drug_target	
TP53	0.6308063267969682	intermediate	
TPMT	0.3398115806680735	drug_target	
TTR	-0.08093511017279899	drug_target	
VEGFA	-0.3119136695467036	drug_target	
VIPR2	0.26536431487377404	intermediate	
VWF	0.3691559747098397	intermediate	
WAS	-0.08068446942017996	intermediate	
WIPF1	-0.08068446942017996	intermediate	
