Protein	FeatureImportance	DrugBingingStatus	
FCGR2C	-0.025747101612299317	drug_target	
FGFR4	-0.005171934526199738	intermediate	
FMO3	-0.022274227566555827	drug_target	
FN1	0.04904697390883755	intermediate	
GABRD	-0.3360332897660416	drug_target	
GDNF	-0.005171934526199738	intermediate	
GFAP	-0.12714298449265157	intermediate	
GFRA1	-0.005171934526199738	intermediate	
GHR	-0.036807890004775155	intermediate	
GJC2	-0.04211079962559404	intermediate	
GNA11	-0.09747345689251648	intermediate	
GNAS	-0.0536084554224166	intermediate	
GPR15	-0.0536084554224166	intermediate	
GSN	0.6720006926619443	intermediate	
GSTM1	-0.03811136831203255	drug_target	
GSTT1	-0.03811136831203255	drug_target	
GTF2H1	-0.04588973131754477	intermediate	
HGF	-0.005171934526199738	intermediate	
HLA-DQB1	0.0	intermediate	
HLA-DRB1	0.0	intermediate	
HLA-DRB3	0.0	intermediate	
HMGCR	-0.11806442865491866	drug_target	
HRAS	-0.13223708566174108	intermediate	
HTR7	-0.17838478420609785	drug_target	
ICOS	-0.16096963963376676	intermediate	
IFNA13	-0.036807890004775155	intermediate	
IFNG	-0.09928539139573803	drug_target	
IFNGR2	-0.09928539139573803	intermediate	
IGF1	-0.0701222819748961	intermediate	
IGF1R	-0.0701222819748961	drug_target	
IGF2	-0.0701222819748961	intermediate	
IGHG1	-0.025747101612299317	intermediate	
IKBKG	-0.05867053344575589	intermediate	
IL17RD	-0.017771141811331645	intermediate	
IL1A	-0.03811136831203255	drug_target	
IL1B	-0.03811136831203255	drug_target	
IL2	-0.011881151805705844	drug_target	
IL3	-0.10445732592193781	intermediate	
IL6ST	-0.036807890004775155	intermediate	
INS	-0.10162965151798314	intermediate	
INSR	-0.10162965151798314	drug_target	
ITGB3	-0.0649205914717913	drug_target	
JAK2	-0.011881151805705844	drug_target	
KCNJ11	0.0	drug_target	
KCNQ2	0.0	drug_target	
KCNQ3	0.0	drug_target	
KHDRBS1	-0.022274227566555827	intermediate	
KRAS	-0.022943076337531388	intermediate	
LDB3	0.4634573727822953	intermediate	
LIFR	-0.036807890004775155	intermediate	
LTA	-0.06247750139096288	intermediate	
MAOA	-0.38975981367483625	drug_target	
MAPK1	-0.06041750571656713	intermediate	
MED25	-0.05348988601002367	intermediate	
MED9	-0.05348988601002367	intermediate	
MMP2	-0.10558775409978834	drug_target	
MMP9	-0.10558775409978834	drug_target	
MTHFR	-0.10138841080581962	drug_target	
MYBPC1	-0.09221708713895034	intermediate	
MYBPC3	-0.09221708713895034	intermediate	
MYD88	-0.024304796782429954	intermediate	
MYH3	-0.09221708713895034	intermediate	
MYH6	-0.09221708713895034	intermediate	
MYL2	-0.09221708713895034	intermediate	
NCAM1	0.20192758608101533	intermediate	
NEFL	-0.005171934526199738	intermediate	
NFATC1	-0.1360171677394331	intermediate	
NFKB2	-0.05867053344575589	intermediate	
NLRC4	-0.04211079962559404	intermediate	
OBSL1	0.19101797598755998	intermediate	
PARP1	-0.04588973131754477	drug_target	
PARP2	-0.04588973131754477	drug_target	
PDE4D	-0.11608595681337949	drug_target	
PIK3CA	-0.0642734369339434	intermediate	
PIK3CG	-0.05910150240774365	intermediate	
PIK3R5	-0.05910150240774365	intermediate	
PPARD	-0.017771141811331645	drug_target	
PPARG	-0.2562915589642284	drug_target	
PRKCA	-0.16824915216606726	drug_target	
PRKCD	0.0	drug_target	
PRKCZ	-0.09240965555971659	intermediate	
PRNP	-0.04044415647314937	drug_target	
PTGS1	-0.06896814353767772	drug_target	
PTGS2	-0.4594164070461874	drug_target	
PTK2B	-0.022274227566555827	intermediate	
PYGM	-0.1360171677394331	intermediate	
RAF1	-0.1776938309774081	intermediate	
RASGRP1	0.08740423959003218	intermediate	
RET	-0.005171934526199738	intermediate	
RYR1	-0.07712147273072566	drug_target	
RYR2	-0.49493748291071094	drug_target	
SACS	-0.04211079962559404	intermediate	
SAR1B	-0.17712532462849254	intermediate	
SCN2A	-0.13823875627469664	drug_target	
SCN4A	-0.5577698447490237	drug_target	
SCN5A	0.19101797598755998	drug_target	
SERPING1	-0.04211079962559404	intermediate	
SETX	-0.04211079962559404	intermediate	
SH2B3	0.0	drug_target	
SLC12A3	0.6804644434018677	drug_target	
SLC22A5	-0.263205255821649	drug_target	
SLC22A8	-0.22962280818940584	drug_target	
SLC46A1	-0.008876172462425239	drug_target	
SLC5A7	-0.056886525626432004	drug_target	
SLCO1B1	-0.38519648075613744	drug_target	
SLCO3A1	-0.06248462788484184	drug_target	
SMAD3	-0.033308153151972934	intermediate	
SPAST	-0.04211079962559404	intermediate	
SPTAN1	0.20192758608101533	intermediate	
SPTB	0.20192758608101533	intermediate	
SPTBN2	0.07852806712760695	intermediate	
SPTBN4	0.20192758608101533	intermediate	
SQSTM1	-0.05867053344575589	intermediate	
STAT6	-0.036807890004775155	intermediate	
TCAP	-0.09221708713895034	intermediate	
TFG	-0.008876172462425239	intermediate	
TGFB1	-0.033308153151972934	drug_target	
TGFBR2	-0.10617579351886795	intermediate	
TK1	0.5855040578086785	drug_target	
TLN2	-0.04211079962559404	intermediate	
TLR3	-0.09757678551247681	intermediate	
TLR4	-0.09757678551247681	drug_target	
TNF	-0.06247750139096288	drug_target	
TNFRSF1A	-0.06247750139096288	intermediate	
TNNC1	-0.09221708713895034	drug_target	
TOMM40	-0.4062313055418197	intermediate	
TP53	-0.12806964594542136	intermediate	
TPMT	0.0	drug_target	
TRAPPC11	0.19101797598755998	intermediate	
TSPO	-0.04778044844367009	drug_target	
TTN	0.04278618787912091	intermediate	
TTR	-0.8824614601276874	drug_target	
TYMP	-0.055309632607528206	drug_target	
TYMS	-0.06418580506995344	drug_target	
UBB	0.3704884878961504	intermediate	
UGT2B7	-0.006630672047909419	drug_target	
VCP	0.0	intermediate	
VEGFA	-0.022274227566555827	drug_target	
VIM	-0.09221708713895034	intermediate	
VWF	-0.042646363905235476	intermediate	
WAS	0.0	intermediate	
WASL	-0.27393818869904896	intermediate	
WIPF1	0.0	intermediate	
XPA	-0.04588973131754477	intermediate	
XPC	-0.04588973131754477	intermediate	
YARS2	-0.0394839986957081	drug_target	
